id,title,genre,director,cast,synopsis,image_url,pred_genre_CLIP,pred_genre_BERT,pred_genre_BERT-CLIP,pred_genres_MM,Action_CLIP_prob,Adventure_CLIP_prob,Animation_CLIP_prob,Biography_CLIP_prob,Comedy_CLIP_prob,Crime_CLIP_prob,Documentary_CLIP_prob,Drama_CLIP_prob,Family_CLIP_prob,Fantasy_CLIP_prob,Game-Show_CLIP_prob,History_CLIP_prob,Music_CLIP_prob,Mystery_CLIP_prob,News_CLIP_prob,Reality-TV_CLIP_prob,Romance_CLIP_prob,Sci-Fi_CLIP_prob,Sport_CLIP_prob,Talk-Show_CLIP_prob,Action_BERT_prob,Adventure_BERT_prob,Animation_BERT_prob,Biography_BERT_prob,Comedy_BERT_prob,Crime_BERT_prob,Documentary_BERT_prob,Drama_BERT_prob,Family_BERT_prob,Fantasy_BERT_prob,Game-Show_BERT_prob,History_BERT_prob,Music_BERT_prob,Mystery_BERT_prob,News_BERT_prob,Reality-TV_BERT_prob,Romance_BERT_prob,Sci-Fi_BERT_prob,Sport_BERT_prob,Talk-Show_BERT_prob,Action_BERT-CLIP_prob,Adventure_BERT-CLIP_prob,Animation_BERT-CLIP_prob,Biography_BERT-CLIP_prob,Comedy_BERT-CLIP_prob,Crime_BERT-CLIP_prob,Documentary_BERT-CLIP_prob,Drama_BERT-CLIP_prob,Family_BERT-CLIP_prob,Fantasy_BERT-CLIP_prob,Game-Show_BERT-CLIP_prob,History_BERT-CLIP_prob,Music_BERT-CLIP_prob,Mystery_BERT-CLIP_prob,News_BERT-CLIP_prob,Reality-TV_BERT-CLIP_prob,Romance_BERT-CLIP_prob,Sci-Fi_BERT-CLIP_prob,Sport_BERT-CLIP_prob,Talk-Show_BERT-CLIP_prob,Action_MM_prob,Adventure_MM_prob,Animation_MM_prob,Biography_MM_prob,Comedy_MM_prob,Crime_MM_prob,Documentary_MM_prob,Drama_MM_prob,Family_MM_prob,Fantasy_MM_prob,Game-Show_MM_prob,History_MM_prob,Music_MM_prob,Mystery_MM_prob,News_MM_prob,Reality-TV_MM_prob,Romance_MM_prob,Sci-Fi_MM_prob,Sport_MM_prob,Talk-Show_MM_prob,Action_CLIP_pred,Adventure_CLIP_pred,Animation_CLIP_pred,Biography_CLIP_pred,Comedy_CLIP_pred,Crime_CLIP_pred,Documentary_CLIP_pred,Drama_CLIP_pred,Family_CLIP_pred,Fantasy_CLIP_pred,Game-Show_CLIP_pred,History_CLIP_pred,Music_CLIP_pred,Mystery_CLIP_pred,News_CLIP_pred,Reality-TV_CLIP_pred,Romance_CLIP_pred,Sci-Fi_CLIP_pred,Sport_CLIP_pred,Talk-Show_CLIP_pred,Action_BERT_pred,Adventure_BERT_pred,Animation_BERT_pred,Biography_BERT_pred,Comedy_BERT_pred,Crime_BERT_pred,Documentary_BERT_pred,Drama_BERT_pred,Family_BERT_pred,Fantasy_BERT_pred,Game-Show_BERT_pred,History_BERT_pred,Music_BERT_pred,Mystery_BERT_pred,News_BERT_pred,Reality-TV_BERT_pred,Romance_BERT_pred,Sci-Fi_BERT_pred,Sport_BERT_pred,Talk-Show_BERT_pred,Action_BERT-CLIP_pred,Adventure_BERT-CLIP_pred,Animation_BERT-CLIP_pred,Biography_BERT-CLIP_pred,Comedy_BERT-CLIP_pred,Crime_BERT-CLIP_pred,Documentary_BERT-CLIP_pred,Drama_BERT-CLIP_pred,Family_BERT-CLIP_pred,Fantasy_BERT-CLIP_pred,Game-Show_BERT-CLIP_pred,History_BERT-CLIP_pred,Music_BERT-CLIP_pred,Mystery_BERT-CLIP_pred,News_BERT-CLIP_pred,Reality-TV_BERT-CLIP_pred,Romance_BERT-CLIP_pred,Sci-Fi_BERT-CLIP_pred,Sport_BERT-CLIP_pred,Talk-Show_BERT-CLIP_pred,Action_MM_pred,Adventure_MM_pred,Animation_MM_pred,Biography_MM_pred,Comedy_MM_pred,Crime_MM_pred,Documentary_MM_pred,Drama_MM_pred,Family_MM_pred,Fantasy_MM_pred,Game-Show_MM_pred,History_MM_pred,Music_MM_pred,Mystery_MM_pred,News_MM_pred,Reality-TV_MM_pred,Romance_MM_pred,Sci-Fi_MM_pred,Sport_MM_pred,Talk-Show_MM_pred
tt2555302,Matt Shepard Is a Friend of Mine,"Biography, Documentary, History",Michele Josue,"Michele Josue, Judy Shepard, Zeina Barkawi, Dennis Shepard, Tim Galles","Friends and family reflect on the life and death of 21-year-old Matthew Shepard, who was murdered in a targeted homophobic attack in Wyoming in 1998.",https://m.media-amazon.com/images/M/MV5BMTUxODU1NzgzMl5BMl5BanBnXkFtZTgwMDEwMzU2MDE@._V1_.jpg,Documentary,Documentary,Documentary,"Biography, Documentary, History",2.92E-07,0.000794622,0.000628235,0.094113104,5.00E-06,0.000224004,0.9999993,0.001752962,0.00054648,1.16E-07,1.91E-08,5.23E-06,0.00030055,3.75E-06,4.92E-06,5.31E-09,1.42E-09,1.56E-05,1.36E-05,1.17E-05,0.002050603,0.006362723,0.003636716,0.12588342,0.010505634,0.38640577,0.9748532,0.06343002,0.009290181,0.001267444,0.001042945,0.016277034,0.003288011,0.00678672,0.033576272,0.004661157,0.001432732,0.001094413,0.007075514,0.008356375,4.73E-06,0.000129191,7.61E-06,0.3875182,5.82E-05,0.003435471,0.99996257,0.001854878,0.000481619,1.05E-08,5.16E-09,6.47E-06,6.07E-05,3.23E-05,1.04E-05,1.63E-06,1.70E-07,4.27E-07,5.80E-06,2.65E-06,3.12E-10,1.41E-06,4.11E-11,0.99997747,3.02E-07,0.000158071,0.99999726,2.34E-05,1.10E-07,5.55E-12,2.61E-13,0.99222845,9.75E-06,8.98E-09,2.23E-06,3.91E-10,2.58E-10,2.32E-09,1.41E-07,4.52E-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
tt3139952,Disinformation,"Documentary, History, News",Stan Moore,"John Gray, David Kupelian, Ion Mihai Pacepa, Ronald Rychlak","Documentary. It tells the amazing true story of a top Soviet bloc spy chief who, at great risk, left the ""dark side"" to shine a light on the greatest source of political evil in today's world. Today, living in the U.S. under a protected identity due to assassination threats, Gen. Ion Mihai Pacepa reveals the secret strategies that, to this day, are undermining and destroying Western civilization. The documentary includes rare interviews, dramatic footage and high-level insider information. Prepare yourself for a truly eye-opening experience.",https://m.media-amazon.com/images/M/MV5BYWU0OTI4NWMtZjBlOS00NTliLTkzNjEtYTUxYzAwYzg4MmMwXkEyXkFqcGc@._V1_.jpg,Documentary,"Biography, Documentary",Documentary,"Documentary, History, News",5.60E-08,2.75E-05,4.83E-05,1.15E-05,8.54E-08,0.001051953,0.9999995,0.000119173,1.04E-05,3.88E-10,7.98E-09,0.021200905,9.01E-07,0.000447141,0.26461503,8.86E-09,2.23E-13,0.000153013,2.83E-06,4.23E-07,0.003851494,0.012919859,0.006682297,0.82265526,0.015400081,0.07615361,0.96950835,0.18366985,0.014027078,0.002917611,0.001719954,0.4747415,0.014210612,0.013271489,0.031488203,0.00250139,0.003806187,0.003978034,0.00886129,0.00902395,1.10E-05,1.07E-06,3.80E-08,0.00142448,3.69E-09,0.00035245,0.99999774,0.049064625,1.67E-07,6.59E-13,2.16E-11,0.07437362,4.34E-09,0.000108002,0.022299742,1.08E-09,2.23E-11,9.89E-07,7.42E-07,1.35E-07,7.49E-13,1.91E-08,1.12E-07,0.002486441,1.05E-08,1.34E-05,0.99999976,1.57E-05,4.80E-08,6.36E-10,4.37E-12,0.99072284,5.92E-08,4.98E-06,0.99826753,1.37E-10,8.21E-13,2.23E-06,3.73E-08,2.02E-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
tt14538446,Joseline's Cabaret: Atlanta,Reality-TV,,"Joseline Hernandez, Mz Natural, Lexi Blow, Big Lex, BossTec","Returning for season 2 Joseline is taking her talents to the ATL. This year here will be even more passion, drama and crazy as Joseline works to fulfill her dream of turning dancers, hustlers and porn stars into a cabaret troupe.",https://m.media-amazon.com/images/M/MV5BMDQxMzI1NGMtYWRhOC00ZTY2LWE1NjEtZjU3YmI5OWNiMWYwXkEyXkFqcGc@._V1_.jpg,Reality-TV,Reality-TV,Reality-TV,Reality-TV,0.001741185,0.000628449,2.62E-05,0.22390373,0.27301002,0.01359182,0.010212095,0.3111386,9.93E-06,5.52E-05,0.008349199,0.00618691,0.008708613,0.000108498,1.94E-06,0.68368405,0.025605481,1.18E-05,5.47E-05,4.79E-05,0.00439976,0.013632993,0.002657034,0.003478912,0.047410827,0.00270607,0.027845228,0.008182642,0.013651634,0.001466368,0.1738837,0.002055806,0.020373726,0.001269546,0.006726859,0.8975932,0.023974454,0.001305431,0.004686151,0.026150614,0.000227058,6.93E-05,8.68E-13,4.42E-08,5.29E-05,3.68E-09,0.042285398,1.91E-05,8.95E-09,1.76E-12,7.96E-05,1.57E-06,0.000574204,2.55E-10,1.78E-09,0.98491293,1.15E-08,4.52E-08,4.13E-05,1.99E-08,1.83E-05,7.54E-06,3.51E-07,7.44E-07,3.26E-05,2.79E-05,0.002428121,4.24E-06,5.62E-06,2.01E-06,5.99E-07,5.11E-07,1.10E-05,8.78E-06,5.80E-06,0.99999774,0.000284928,4.52E-06,1.01E-05,2.03E-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
tt15617058,Sean Connery: The Man and the Movies,"Biography, Documentary, History",Victoria Wimpenny,"Dougray Scott, Sean Connery, Micheline Roquebrune, Kim Basinger, Melvyn Bragg","Through previous interviews, Sean Connery explores different parts of his life.",https://m.media-amazon.com/images/M/MV5BNzI0ZDk0YmQtYmQ4Ny00NmVmLTkzZDEtZTczZTE4Yjk4MDAwXkEyXkFqcGc@._V1_.jpg,Talk-Show,Documentary,Documentary,"Biography, Documentary, History",5.66E-05,2.92E-06,0.000234868,0.002491091,0.09541348,0.000380285,0.12454787,1.20E-05,3.02E-05,6.32E-05,0.002010408,0.001193396,0.009384753,1.23E-05,0.023001548,0.010190121,1.80E-05,0.000209386,8.66E-05,0.82112426,0.000949607,0.00445103,0.002328844,0.15606456,0.36556366,0.005501124,0.9777144,0.024092276,0.010809583,0.000777848,0.000588697,0.00930036,0.018322114,0.001801876,0.007843705,0.002140222,0.001589311,0.000930673,0.00197205,0.026105678,2.79E-07,1.27E-09,2.51E-10,0.04368888,1.78E-07,1.99E-07,0.9973053,1.65E-08,1.73E-09,6.96E-14,2.78E-11,6.46E-07,0.000968008,1.20E-10,1.98E-07,1.16E-07,1.91E-09,1.15E-09,0.000638557,0.000104961,8.34E-10,7.35E-07,2.91E-11,0.99997425,1.50E-06,4.16E-05,0.9999523,4.21E-05,6.83E-07,4.36E-11,2.81E-12,0.99663466,2.97E-06,9.01E-09,2.54E-06,1.39E-09,1.83E-09,1.65E-09,9.82E-08,1.56E-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
tt2342877,MasterChef Romania,"Game-Show, Reality-TV","Monica Senchiu, Marius Toader, Laurentiu Maronese, Mona Segall","Razvan Fodor, Florin Dumitrescu, Sorin Bontea, Catalin Scarlatescu, Patrizia Paglieri",A nationwide search for the best home cooks in Romania. One of 50 hopefuls will become a culinary star and one of Romania's Masterchefs.,https://m.media-amazon.com/images/M/MV5BOWZiZjdhZWEtNmU2Ny00ZDk2LWJiZjctZDhmNGM1YzNmNjE1XkEyXkFqcGc@._V1_.jpg,"Game-Show, Reality-TV","Game-Show, Reality-TV","Comedy, Reality-TV","Game-Show, Reality-TV",2.37E-06,1.34E-07,9.96E-09,5.39E-08,0.002744446,3.79E-08,3.53E-05,2.92E-07,1.32E-05,9.15E-08,0.8921033,4.79E-06,4.85E-05,8.24E-08,0.00725685,0.9944688,3.52E-05,2.38E-07,5.79E-05,0.000112182,0.012001882,0.062089726,0.006838507,0.007515669,0.017648812,0.005700653,0.014797088,0.013128244,0.030784981,0.004454512,0.7977927,0.005065898,0.052109838,0.004302047,0.009127643,0.931048,0.045448933,0.003858711,0.012276005,0.012078113,6.95E-05,3.39E-07,3.35E-10,3.50E-07,0.6159915,5.91E-08,9.14E-05,0.000583182,1.31E-08,5.91E-10,0.17435186,2.25E-06,2.68E-09,1.64E-09,1.85E-08,0.99963903,0.000155441,1.09E-09,2.58E-05,6.07E-05,0.005353301,0.001611432,2.62E-07,3.44E-08,8.64E-05,2.33E-08,2.27E-05,8.04E-08,8.61E-06,4.98E-06,0.9992489,2.26E-09,8.19E-05,2.22E-08,1.08E-06,0.99990094,0.000996582,1.30E-06,7.20E-05,5.10E-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
tt0348894,The Bachelorette,"Game-Show, Reality-TV, Romance","Ken Fuchs, Nick Foss, Brett Register, Tony Croll, German Abarca Jr.","Chris Harrison, Kaitlyn Bristowe, Jesse Palmer, Tayshia Adams, Nick Viall","A single bachelorette dates multiple men over several weeks, narrowing them down to hopefully find her true love.",https://m.media-amazon.com/images/M/MV5BNDY1ZTQwY2ItNTgzZi00YzVmLWJjNDctNjhhY2YwNDk2YjU5XkEyXkFqcGc@._V1_.jpg,Reality-TV,Reality-TV,"Reality-TV, Romance","Game-Show, Reality-TV, Romance",2.00E-06,4.97E-06,1.84E-07,0.000323834,0.000291252,0.000164104,0.000640495,0.006393366,0.0048533,1.25E-05,0.32084292,7.30E-05,0.000159392,5.31E-06,0.001703605,0.9027799,0.39055258,5.36E-05,6.51E-07,0.003559792,0.013833992,0.044321034,0.008671078,0.006440281,0.048075568,0.008139624,0.014415326,0.021039272,0.02541451,0.004750096,0.4371501,0.004685254,0.01632548,0.004088447,0.008483912,0.96511394,0.1135477,0.004387358,0.011992466,0.015439447,1.43E-06,2.58E-06,5.13E-14,3.01E-12,3.19E-06,3.38E-06,1.00E-07,0.000216128,1.30E-09,4.15E-09,0.126711,1.87E-12,3.74E-08,5.18E-10,5.44E-09,0.99999666,0.9924959,1.08E-10,1.72E-08,2.21E-06,1.29E-05,0.000112048,9.05E-14,3.04E-07,2.07E-06,7.39E-08,2.92E-09,1.24E-06,1.13E-09,7.06E-10,0.9926601,1.83E-09,5.46E-06,4.67E-14,5.79E-10,0.9999995,0.99991477,8.76E-17,2.28E-10,2.57E-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
tt0370326,Case Study: Barbiturates,Documentary,,,A short educational film which documents the dangers of Barbiturate abuse.,https://m.media-amazon.com/images/M/MV5BZTE0YzAzYzAtOTJjMi00YjVlLWEwZmUtYWMzNGQyYzIxZDZiXkEyXkFqcGc@._V1_.jpg,Documentary,Documentary,Documentary,Documentary,1.30E-06,1.35E-06,0.005885176,0.000691404,0.001540058,0.000684359,0.9998665,2.05E-06,0.000313608,1.27E-05,0.000119365,0.014902234,0.001460893,0.000326491,1.62E-05,1.70E-05,1.07E-08,4.35E-05,6.23E-06,3.06E-05,0.001431234,0.010730449,0.002719224,0.008846356,0.006588567,0.011561554,0.9810893,0.03249239,0.022988928,0.001297801,0.001578525,0.028576804,0.005234008,0.002009261,0.23240772,0.006372469,0.001182751,0.000917013,0.002819143,0.007256822,2.93E-15,2.78E-17,5.07E-09,1.31E-13,5.66E-11,2.64E-11,1,9.57E-13,1.56E-12,8.16E-19,2.16E-23,1.95E-08,1.08E-13,2.86E-18,5.49E-11,3.39E-11,1.68E-20,5.14E-06,1.67E-22,4.72E-15,7.15E-10,2.97E-05,0.000294152,4.70E-07,7.28E-06,6.27E-07,0.9999999,1.31E-07,1.29E-06,1.43E-08,3.07E-08,3.81E-08,3.68E-07,9.70E-07,7.78E-07,1.51E-08,1.47E-10,0.003134508,2.13E-07,1.72E-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
tt8257128,Islam and the Future of Tolerance,Documentary,"Desh Amila, Jay Shapiro","Sam Harris, Maajid Nawaz","After publicly clashing in a debate over the concept of Islamic reform in the Muslim world, prominent atheist philosopher Sam Harris and Islamist-turned-liberal-Muslim Maajid Nawaz reconnect in an attempt at civil and honest dialogue.",https://m.media-amazon.com/images/M/MV5BYWJkMmYwN2MtMDViMS00MjRmLWEyNTQtNGMzY2EyNmQwNGVlXkEyXkFqcGc@._V1_.jpg,Documentary,"Documentary, News",Documentary,Documentary,5.60E-05,0.006068911,0.020673964,0.000469787,0.000714334,0.000493935,0.9991123,0.032602888,0.002271786,7.06E-06,1.69E-06,0.051821508,1.45E-05,0.000936387,0.039783545,1.75E-05,7.64E-08,0.003245718,0.001660081,0.000120066,0.001275201,0.009793375,0.002229996,0.018508453,0.010363114,0.008323513,0.9426292,0.02920364,0.01357695,0.001227922,0.00125052,0.08897819,0.00635443,0.003217203,0.6799008,0.003485792,0.001470036,0.001304315,0.001969709,0.038837954,0.000559225,0.000843252,7.31E-07,0.000209119,0.04709781,2.71E-06,0.7918074,0.00018578,8.03E-07,4.15E-07,1.21E-08,0.024315005,1.39E-05,7.66E-06,0.2660568,1.07E-05,5.55E-09,0.011704295,1.99E-06,0.1350143,5.75E-10,5.87E-05,7.34E-05,3.96E-06,1.32E-06,1.10E-06,0.9999995,1.85E-06,3.61E-06,2.74E-08,2.23E-08,3.76E-08,1.43E-07,5.13E-07,3.53E-06,2.72E-08,4.15E-10,0.000857031,1.05E-07,1.18E-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
tt15674216,Animal,Documentary,"Bill Markham, Anuschka Schofield, Adrian Seymour","Pedro Pascal, Bryan Cranston, Rashida Jones, Rebel Wilson, Andy Serkis","This immersive series follows the world's most magnificent creatures, capturing never before seen moments from the heartwarming to the outrageous.",https://m.media-amazon.com/images/M/MV5BMGJhYzEyOWYtYjg4MS00NjkwLWI0YjEtZDJkMzRmMjQyYjNjXkEyXkFqcGc@._V1_.jpg,Documentary,Documentary,Documentary,Documentary,2.17E-05,0.003394706,0.001373283,8.72E-06,0.000152175,1.05E-05,0.99886143,0.000383317,0.17893215,6.93E-06,0.000585681,0.000506409,1.38E-05,7.46E-05,0.000448888,0.000495879,1.35E-07,0.000735588,0.000443098,7.24E-05,0.002600462,0.013843473,0.005172447,0.009109349,0.05390016,0.005457962,0.9782301,0.020758364,0.07628297,0.002012963,0.00626886,0.008463304,0.009828407,0.001887769,0.010945155,0.050085198,0.003356492,0.001488283,0.005336509,0.004734661,7.37E-08,0.000478855,1.19E-05,1.07E-05,0.000261161,4.87E-08,0.99999845,0.000194494,0.41505572,3.02E-09,9.44E-06,1.18E-05,2.63E-08,1.94E-09,2.45E-10,7.23E-05,1.23E-12,5.24E-06,8.47E-07,3.60E-09,6.21E-10,5.50E-05,9.31E-05,1.15E-06,1.23E-06,8.26E-06,0.99999964,2.90E-07,3.32E-07,2.74E-09,6.00E-09,5.37E-08,1.19E-07,3.44E-06,3.46E-08,1.47E-06,5.79E-10,0.002028129,2.01E-07,2.28E-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
tt13282986,Now Do You Get It Why I'm Crying?,Documentary,Louis van Gasteren,"Jan Bastiaans, Dina Telling, Joop Telling, Louis van Gasteren","This film follows a Holocaust survivor named Joop, who became a patient for LSD treatment under Dr. Jan Bastiaans.",https://m.media-amazon.com/images/M/MV5BYWE4ZGViYjgtNWRlMy00ZGQyLTk0NTAtZmU0OWE3OTZmMDg5XkEyXkFqcGc@._V1_.jpg,"Biography, Documentary",Documentary,Documentary,Documentary,2.44E-08,0.000330376,0.000295463,0.60161304,2.13E-07,8.92E-05,0.9999993,0.031146113,0.000191372,1.55E-08,6.48E-10,0.3285347,5.92E-05,0.000160152,0.000160378,4.59E-10,1.05E-11,9.78E-06,1.57E-06,5.34E-09,0.000868031,0.005836897,0.003160032,0.26057875,0.046197325,0.009226028,0.9942577,0.09623337,0.015811905,0.000772697,0.000533512,0.038599208,0.0078185,0.002419956,0.019830227,0.001641308,0.001145554,0.001082689,0.001541975,0.00554972,5.23E-13,3.69E-08,2.80E-10,0.000590825,2.90E-09,4.64E-09,1,0.00045852,2.83E-05,3.37E-17,5.92E-17,2.49E-07,6.99E-10,2.44E-10,4.57E-11,6.97E-15,7.73E-16,1.80E-12,5.54E-12,5.55E-14,8.53E-11,4.62E-05,1.45E-05,0.000231098,2.74E-07,3.51E-07,1,6.99E-08,7.93E-07,1.10E-09,1.17E-09,5.82E-09,5.41E-08,3.23E-08,1.58E-07,1.83E-09,5.14E-11,0.000211699,3.87E-08,1.03E-07,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
